compression_capacity,conversion_trains_number,electrolyser_capacity,fuelcell_capacity,hydrogen_storage_capacity,renewable_energy_capacity,vector_storage_capacity
0.3797921985,0.9048215542,0.4963986641,0.0068715783,0.2429648135,0.2392448410,0.1069911495
0.9317130623,0.1249839598,0.8860445125,0.9702918334,0.8765640315,0.6809652848,0.7516748821
0.7319548074,0.5375121953,0.0297536878,0.3154541431,0.7126490474,0.8481351491,0.4790687216
0.2065403098,0.4444421809,0.6029946646,0.6617243337,0.4068046920,0.2908321219,0.6315036453
0.0858630668,0.6895779828,0.7925921995,0.5751050888,0.3356704498,0.0961811086,0.3271837905
0.6026258292,0.2844962198,0.3404460680,0.4164624261,0.5458077537,0.5466886126,0.5343680000
0.8110420145,0.8698755708,0.6969199833,0.7586952420,0.8659156291,0.9872908453,0.1953990413
0.2504694229,0.1520496653,0.1861793194,0.2328877253,0.0155156096,0.4368217010,0.9103344418
0.3730221987,0.5800074376,0.6513176057,0.4811752886,0.9708190989,0.3722310541,0.2551919287
0.8154422371,0.4224823928,0.2323748823,0.5099041220,0.1516709644,0.7974559665,0.6029398665
0.5200966690,0.9775902359,0.8679625820,0.1647569221,0.4405100085,0.7320983531,0.1272540577
0.0414389754,0.0082976073,0.2654247303,0.8263375834,0.6819030419,0.1563467961,0.9828757448
0.1708900314,0.7629558137,0.0753236553,0.9134224933,0.5756086828,0.4801481701,0.0389074450
0.6406518491,0.2306748740,0.5567666618,0.0642290190,0.3010162124,0.9122070288,0.8241549060
0.9448870905,0.6773847863,0.4209958715,0.7220116705,0.1058624452,0.6202808265,0.4070155807
0.4935711836,0.3328479929,0.9610334104,0.2556552645,0.7707173927,0.0533162737,0.7001367910
0.4567835433,0.6495187683,0.2075925767,0.7979999892,0.3843629556,0.8972809846,0.7862213645
0.9817116633,0.3675888106,0.6597424857,0.2106764559,0.7351368302,0.4642438386,0.0714690583
0.6824440965,0.7831854932,0.3033868112,0.6144174058,0.9146617940,0.0061712330,0.6582369441
0.1290603001,0.1880231192,0.8141313568,0.3942439444,0.2048830567,0.5741107352,0.4513579067
0.0007145898,0.9430628270,0.5031795846,0.3699031789,0.0379802492,0.7503090929,0.5073905680
0.5607969966,0.0358887045,0.1135298694,0.6526894458,0.8434660379,0.3260628255,0.3551387386
0.8533588042,0.6223843312,0.9701907048,0.0613130443,0.5077481829,0.1414187700,0.8755438263
0.3351292871,0.4024660625,0.3969459953,0.9612641577,0.3737751096,0.7161959736,0.2311652657
0.2916818811,0.8344707536,0.9240104081,0.7134648571,0.6438134173,0.5302978922,0.5759626674
0.7698531970,0.1787634101,0.4425636241,0.3086393094,0.4785846444,0.0807648608,0.2831466440
0.5661738971,0.7330305893,0.5782161737,0.9048832497,0.1741055800,0.3901652507,0.9480848815
0.1222909261,0.2655556658,0.0381747531,0.1172058517,0.9483394539,0.9396556308,0.1630205298
0.2438159632,0.5105846208,0.3495995477,0.1420575222,0.8087841440,0.6343068527,0.8587016212
0.6946416851,0.4801213862,0.7685461380,0.8671073848,0.0677497070,0.1916115787,0.0033851210
0.8913853904,0.9240365559,0.1325884275,0.4584683189,0.2785434946,0.2744395686,0.7268698420
0.4201568179,0.0813174639,0.7351300120,0.5506811356,0.5980654545,0.8327207640,0.3793050135
0.4087910550,0.8662990900,0.1706204088,0.3000773536,0.8862439683,0.6920326613,0.3291080445
0.9027132597,0.1468710136,0.7126148203,0.7088394640,0.2371303616,0.1338743409,0.5597902974
0.6991870394,0.7030908111,0.3247650201,0.1164866192,0.4165377812,0.3321729619,0.2091001300
0.2393090390,0.2954303110,0.8081650333,0.8924150141,0.7068830365,0.7749911705,0.9317865632
0.1109556658,0.5427176114,0.6185521111,0.8678224785,0.5360782705,0.5802226169,0.1128230244
0.5775322691,0.4480454223,0.0140575059,0.1545221480,0.3414324373,0.0308515951,0.7810057541
0.7743679890,0.8939141044,0.9017242156,0.5592395412,0.0058397558,0.4400823610,0.4888612358
0.2871443946,0.1114977766,0.4808243662,0.4630897520,0.8717465345,0.8897346910,0.6490481459
0.3393999385,0.6801296650,0.9453580827,0.2118801251,0.1419302775,0.8256323254,0.0565173319
0.8490654584,0.3369203806,0.4365667962,0.8109527212,0.9765927708,0.2507357635,0.8338916898
0.5497058770,0.7505645044,0.5412134714,0.4032903370,0.6722307662,0.2167496169,0.4362803511
0.0118288212,0.2205876475,0.0910165831,0.6195272952,0.4463368626,0.6408765856,0.7060255883
0.1333615137,0.9734910801,0.2811025279,0.6436389145,0.3106844649,0.9647955000,0.2767105093
0.6781813130,0.0055259718,0.8523940081,0.3647896796,0.5697854348,0.3967331229,0.6165843904
0.9705900410,0.5900680264,0.2479304234,0.9600569382,0.7804545332,0.0736781638,0.1526110880
0.4678672720,0.4348470531,0.6356271477,0.0483563524,0.1000928562,0.5065923752,0.9848558484
0.4900405537,0.6098857485,0.3812707309,0.5052824803,0.7449883819,0.4126300784,0.5249999035
0.9484556140,0.3925462207,0.9857615735,0.4726170916,0.3784788959,0.9797136914,0.3648740472
0.6529560126,0.9457013858,0.0979766231,0.8138732258,0.2146809790,0.5527703194,0.9048098335
0.1585474377,0.0401294306,0.5188725758,0.1640415601,0.9087088164,0.1208305806,0.2370543759
0.0378778428,0.7931397324,0.8298089793,0.0766975228,0.8336640326,0.2969118748,0.8077383209
0.5236346899,0.2005560882,0.2878184197,0.9141414575,0.0439367732,0.8727866048,0.0851129415
0.8277769629,0.6453123093,0.6752982093,0.2602804489,0.3639199520,0.6567715593,0.6835943768
0.3607101673,0.3649845300,0.1919019436,0.7305738349,0.5136362659,0.2316697603,0.4533393960
0.2625600081,0.9373819996,0.7195710456,0.9832483167,0.4687943198,0.0462599602,0.8606245192
0.7989741238,0.0923588285,0.1482833279,0.0080790063,0.6497587338,0.5966059314,0.0288069863
0.5993088372,0.5068398016,0.7528651534,0.6668381011,0.9384802412,0.9373773113,0.7405716013
0.0891569471,0.4750490543,0.3651723256,0.3245044062,0.1799972374,0.4867466940,0.4007587293
0.2186003327,0.7219548309,0.0537323821,0.4113528049,0.0776124662,0.1815149793,0.5817942591
0.7198563544,0.2521758322,0.5625198167,0.5660584280,0.8028884036,0.7386989463,0.3124762494
0.9284265731,0.8395088147,0.4582431521,0.2199347848,0.6078598024,0.7903977027,0.9578789007
0.3831165815,0.1824739547,0.9084362928,0.7574917814,0.2725945720,0.3485581391,0.1805655519
0.3928979803,0.7104128776,0.5518024638,0.7377784988,0.8571695937,0.4716713801,0.8844169416
0.9186138371,0.3027504683,0.0644954778,0.2713672752,0.0204318976,0.9212026251,0.2242298378
0.7453552708,0.8589722402,0.9601577930,0.9291497776,0.3249157229,0.6118040290,0.5143869435
0.1931330515,0.1395422583,0.4064453244,0.0800111806,0.5526407035,0.0623118626,0.3462044373
0.0638107471,0.8865939453,0.2215311648,0.1802872727,0.6902462170,0.3637543907,0.6671249010
0.6246847054,0.1041757120,0.6463384340,0.8417978799,0.4332204349,0.8064514510,0.4444382740
0.7892843839,0.5500463685,0.2508592391,0.4966507694,0.2224295009,0.7236216674,0.7932019448
0.2722202586,0.4553722702,0.8670713948,0.5254497165,0.9009601455,0.1653422583,0.0625199154
0.3547455985,0.7735082479,0.3317541229,0.7742169518,0.1166095724,0.1046577720,0.7201939626
0.8337122807,0.2435332965,0.7858579839,0.2483565398,0.7638921021,0.5376931280,0.3879494555
0.5021357313,0.6571754459,0.1733987937,0.5905892067,0.5843623774,0.9957675310,0.8499962911
0.0594067080,0.3139680708,0.6939081373,0.4319994990,0.2960923249,0.4278262388,0.0101221269
0.1799552105,0.5671223756,0.8792953193,0.3312277012,0.4610377215,0.2477216311,0.9413941605
0.6315801134,0.4119033115,0.4876911752,0.6774297301,0.6575145870,0.6719696885,0.1716491766
0.9542679396,0.9964433918,0.5999672450,0.0225921292,0.9932295885,0.8566119466,0.5672731325
0.4841971295,0.0284801889,0.0169582143,0.9860806055,0.1252476219,0.2818365330,0.2898984915
0.4424017454,0.9539966751,0.7791423341,0.4427015167,0.5281997956,0.6257995451,0.1887081917
0.9960869048,0.0484266290,0.3543389169,0.5349691287,0.3493105844,0.2005766574,0.9189629788
0.6683703391,0.6015799539,0.7499363823,0.1263302118,0.0604667794,0.2659322536,0.3184941309
0.1431408525,0.3842423316,0.1337279743,0.8513252195,0.8171187062,0.8416858353,0.5411197338
0.0214870786,0.6370151127,0.4472879265,0.8893528730,0.9253628617,0.5217907112,0.4723927137
0.5400179513,0.3566892389,0.9345911499,0.1017455515,0.1980117364,0.0897298278,0.6401479775
0.8744393261,0.8014436197,0.0392988753,0.6979894023,0.3931626501,0.3816580474,0.0982856946
0.3140555602,0.2088618847,0.5930074472,0.2930937186,0.7302589128,0.9486205755,0.7584117744
0.3086748356,0.5307634436,0.1205275375,0.0457913158,0.2560645640,0.7588162739,0.4159036661
0.7528667990,0.4989707908,0.5121278297,0.9457953321,0.6244051270,0.3170978585,0.6932172682
0.5834691701,0.9134536041,0.3997334894,0.3544190796,0.7883248720,0.1499259733,0.0458881501
0.1049888581,0.0684285238,0.9827387724,0.6371523840,0.0922218319,0.7072310289,0.8152058767
0.2334633237,0.8155870801,0.6686752802,0.5986438664,0.1653134851,0.9057882922,0.1361273015
0.7050008811,0.1585503109,0.2145751817,0.3785385592,0.9532097122,0.4552787598,0.9759404268
0.8813350620,0.7458851337,0.8266643314,0.7822794197,0.6331046904,0.0146785481,0.2621884290
0.4302003514,0.2761042295,0.3061588844,0.1948876726,0.4854635643,0.5651456639,0.5940056788
0.4300285326,0.5281961532,0.5353296874,0.4937612433,0.6187892677,0.1642519077,0.5157006551
0.8814836200,0.4977310132,0.0812295964,0.5302809067,0.2509236345,0.7241355442,0.3712608339
0.7043031296,0.9103980307,0.9434408164,0.1851337366,0.0865804618,0.8053615848,0.8975076387
0.2341845743,0.0676770294,0.4229353620,0.8389236275,0.7831775052,0.3642686922,0.2453161459
0.1048475159,0.8129511233,0.2382805850,0.9243069105,0.9597849678,0.0612199828,0.7993985284
0.5836483166,0.1572418706,0.6298808698,0.0828894917,0.1713871080,0.6123127444,0.0924591841
0.7521384517,0.7427608976,0.2673644591,0.7406720538,0.4920452572,0.9201102313,0.6772858510
0.3093656171,0.2752840687,0.8503697496,0.2665396519,0.6392038241,0.4721796410,0.4625948351
0.3137543397,0.9567699609,0.3150085490,0.0177495023,0.3471308732,0.2831081785,0.8679725500
0.8747027423,0.0495977402,0.8023117650,0.9889586801,0.5255413400,0.8557947194,0.0204689819
0.5392051032,0.6048415191,0.1568974201,0.3341210196,0.8149306504,0.6732408945,0.7498250138
0.0223374926,0.3849251634,0.7106059995,0.6726023471,0.0577885350,0.2469039047,0.3944481770
0.1428702278,0.6397197321,0.8957643164,0.5876994440,0.1992358658,0.4291030345,0.5881790193
0.6686642244,0.3577916874,0.4709609067,0.4368309295,0.9270848092,0.9949518144,0.3031749744
0.9952435801,0.8046365222,0.6166804424,0.7790636560,0.7315028310,0.5389703931,0.9661424588
0.4432215709,0.2094760500,0.0004720269,0.2454820508,0.3948929422,0.1038425844,0.1732651452
0.4834529441,0.7766630016,0.7626409419,0.7028320311,0.7587826420,0.9473797809,0.3364713937
0.9550344320,0.2443839749,0.3710367903,0.2902156459,0.1110213678,0.3825054737,0.5514676115
0.6312407441,0.6598419202,0.7331907898,0.8864595564,0.2909745201,0.0884895176,0.2183384625
0.1802720344,0.3153070286,0.1501817666,0.1065729363,0.5787543841,0.5226385621,0.9254609309
0.0586320460,0.5702084666,0.4640011052,0.1292199763,0.6636215905,0.8404397005,0.1191927046
0.5028716354,0.4126853235,0.9181049736,0.8464937909,0.4676425429,0.2667783294,0.7716893991
0.8334035072,0.9990411997,0.0557678537,0.4378548143,0.1313744141,0.1993300086,0.4971401123
0.3550928915,0.0297504840,0.5762771899,0.5378436195,0.9998427546,0.6266451664,0.6417630576
0.2716064285,0.7071894575,0.1038105721,0.7851689439,0.0177457836,0.5662053572,0.0472027650
0.7899369719,0.3021057853,0.5286178486,0.1900564805,0.8549584094,0.0141343083,0.8402631581
0.6244594790,0.8562371032,0.3832607241,0.5937974006,0.5499290787,0.4563380135,0.4289932363
0.0639974540,0.1384092923,0.9994728724,0.3814128097,0.3226981014,0.9052435532,0.7143024383
0.1924886256,0.8833018625,0.6851805113,0.3592619449,0.4349128203,0.7082920540,0.2683857968
0.7459773896,0.1034623627,0.1978735179,0.6342740711,0.6914369697,0.1493870625,0.6239457130
0.9184190873,0.5472425651,0.8434137627,0.0428977590,0.9026589682,0.3181593530,0.1462872438
0.3931152755,0.4541706415,0.2897013016,0.9506229535,0.2236457644,0.7582778921,0.9940959690
0.3833642025,0.9343187986,0.1870798822,0.5563040152,0.6558749760,0.8890695823,0.1960105654
0.9281401942,0.0915997028,0.6958673093,0.4679974895,0.4753893064,0.4412619844,0.9107013876
0.7206919268,0.5042648800,0.3414685745,0.8727149423,0.1861223010,0.0301869260,0.3277934389
0.2178032799,0.4738016492,0.7916617226,0.1515713483,0.9450954935,0.5814027395,0.5347330067
0.0894351564,0.7188382223,0.6018199055,0.1115981992,0.7977887783,0.7743285410,0.4787012991
0.5990529349,0.2513633026,0.0305321952,0.8953693658,0.0720150229,0.3333587041,0.6308925981
0.7997792270,0.8368804893,0.8852360910,0.3030164614,0.2674746811,0.1332112420,0.1066256659
0.2617323594,0.1811731420,0.4975432558,0.7039358001,0.6022535376,0.6932178745,0.7510657106
0.3608440030,0.6131396862,0.9620864494,0.9551682817,0.3801577510,0.5075644702,0.4066500748
0.8276208201,0.3932214212,0.4200958973,0.0513109444,0.7461923072,0.0723136095,0.6995276418
0.5243402645,0.9484670404,0.5576977571,0.6465782626,0.9104136592,0.3977047335,0.0385400597
0.0371948136,0.0412929142,0.0743014840,0.3598857792,0.2158918185,0.9634305211,0.8235438215
0.1587117426,0.7963402625,0.2646468412,0.4003550513,0.0412374865,0.6418425804,0.1278636837
0.6528304657,0.2011778848,0.8691376764,0.6244347962,0.8314663786,0.2153825946,0.9832407739
0.9491306003,0.6480245600,0.2312306557,0.2167723523,0.5109300651,0.2517022723,0.2558034901
0.4893270480,0.3660946060,0.6521266159,0.8080021618,0.3616963103,0.8242657576,0.6033067750
0.4685347015,0.6827885080,0.3977549979,0.2651691074,0.9831543770,0.2307283226,0.8751787879
0.9699604157,0.3382517109,0.9690464856,0.7276192447,0.1480169538,0.6581664765,0.2305556489
0.6783838151,0.7537116306,0.1147049712,0.0737581765,0.4529244564,0.8718456067,0.5070236539
0.1331214458,0.2214306947,0.5024016881,0.9190453598,0.6783243567,0.2983072912,0.3545271829
0.0124656623,0.9760965193,0.8131091930,0.8168085134,0.5641565220,0.1198954405,0.6588460840
0.5490457751,0.0068038944,0.3043178990,0.1591340611,0.3055571849,0.5541675370,0.4517234219
0.8492984297,0.5931617450,0.6588425040,0.5003902549,0.0944570294,0.9787780819,0.7868324434
0.3391904663,0.4356366964,0.2086456232,0.4755676528,0.7753012655,0.4140267670,0.0718364492
0.2879265631,0.8635563217,0.7362746112,0.2228703089,0.2383638490,0.3491923967,0.7274808986
0.7736090813,0.1457304200,0.1317799985,0.7525840420,0.8879562002,0.7891878802,0.3796724267
0.5778638152,0.6998597635,0.7693246379,0.4064603392,0.7081253454,0.7393327197,0.8593107983
0.1106006205,0.2947779968,0.3484247960,0.5690092258,0.4182702787,0.1803047322,0.0037505990
0.2400607383,0.5399214393,0.0372442687,0.6717265192,0.3392624417,0.4873786625,0.9477179451
0.6983975358,0.4468514211,0.5792386876,0.3215500526,0.5334104570,0.9361612098,0.1624089964
0.9030753942,0.8906296492,0.4415109577,0.9803092070,0.8695562733,0.5972384140,0.5755976662
0.4084664863,0.1107920585,0.9249109635,0.0129826684,0.0031631207,0.0450443132,0.2825369900
0.4207859104,0.8331317939,0.4818465374,0.7635876983,0.4812850617,0.4357335260,0.4884962421
0.8907175399,0.1760969376,0.9007931203,0.2299369331,0.6460122019,0.9878025465,0.6484384844
0.6948821666,0.7321799127,0.0149574801,0.5721695703,0.9510444012,0.5456008622,0.1124560954
0.2436140012,0.2624009103,0.6174990721,0.4213701561,0.1763279680,0.0966932941,0.7803942133
0.1229506070,0.5093143275,0.8073560232,0.3183932584,0.0660697212,0.2897385433,0.2097093146
0.5655365232,0.4775235765,0.3259092467,0.6568206623,0.8075790880,0.8486455632,0.9321520338
0.7700632093,0.9232545421,0.7114397259,0.0019831508,0.5963618653,0.6798712518,0.3297191085
0.2914493233,0.0782313747,0.1713982979,0.9732461926,0.2773339087,0.2397547411,0.5601577032
0.3358887350,0.6506517325,0.6365576247,0.7249510260,0.7402357981,0.0545896180,0.1532221595
0.8525770493,0.3703239495,0.2469079169,0.2507513566,0.3899597414,0.6194619006,0.9852232467
0.5611516209,0.7838301780,0.8534466820,0.9085338293,0.2100037206,0.9134798739,0.2773196418
0.0003825109,0.1912465375,0.2802019650,0.0671836184,0.9202688318,0.4793288046,0.6169499131
0.1298502171,0.9442644576,0.0898719914,0.1696491418,0.8373504533,0.1576214163,0.4359134296
0.6816929374,0.0386925060,0.5420218930,0.8233870314,0.0313859200,0.7312848121,0.7054140400
0.9820356993,0.6230976786,0.4357882887,0.4782400103,0.3676492730,0.7987311156,0.0561522860
0.4564209878,0.4057581471,0.9465328418,0.5148116155,0.5011321576,0.3714179825,0.8332820805
0.4938571416,0.5807589339,0.1930766953,0.0583736906,0.1538401870,0.7149530631,0.6842059456
0.9446389368,0.4255379643,0.6745197093,0.9661680674,0.9734861394,0.1422683122,0.4537062971
0.6414494421,0.9788300116,0.2886268487,0.3747918447,0.6840939606,0.3248203397,0.8083479544
0.1700548725,0.0108648995,0.8286643801,0.6497348482,0.4431873010,0.7511591194,0.0854779631
0.0416943450,0.7637759726,0.5179720204,0.6095251879,0.2997834980,0.5728662396,0.9044424556
0.5198180387,0.2337991120,0.0990292896,0.3971944982,0.5738972239,0.0070156697,0.2364432840
0.8162702993,0.6786932284,0.9847390596,0.8009352693,0.7694744263,0.4629988885,0.5246344050
0.3722176356,0.3354839478,0.3822012153,0.2057689643,0.1041292902,0.8981249072,0.3642648906
0.2506259792,0.9041387243,0.9092141893,0.4535758607,0.8821941977,0.8337788181,0.9575134097
0.8109087190,0.1217223927,0.4570680503,0.5536319260,0.2480933471,0.2738969680,0.1799563877
0.6033083256,0.5363410823,0.5636640359,0.1449930388,0.4124393882,0.1926691337,0.5814268291
0.0851570712,0.4416688969,0.0529233795,0.8621996529,0.7178011844,0.6337638125,0.3118652096
0.2066663969,0.6889638156,0.3641192792,0.9019441325,0.5392448939,0.9407187719,0.7411812423
0.7317909161,0.2813033191,0.7537651351,0.1221095212,0.3295825198,0.3896242240,0.4011237435
0.9324261472,0.8687731242,0.1473522400,0.7183532827,0.0089291465,0.0818285309,0.8612360358
0.3791166795,0.1493450440,0.7205932094,0.3056849483,0.8598231692,0.5297573349,0.0291739395
0.4044619501,0.7395091448,0.8660488809,0.2009988073,0.2606646046,0.6488382025,0.7935693357
0.9070492415,0.2697282368,0.2517897235,0.7922967784,0.6130158491,0.2088447437,0.0631309943
0.7414816413,0.8258130671,0.6454378786,0.3846344836,0.7928495575,0.2586978870,0.6674904162
0.1970070088,0.1687763017,0.2225838313,0.6086460073,0.0807534140,0.8177278992,0.4450474139
0.0753746908,0.9159272173,0.4072537534,0.6310565360,0.1617186619,0.5145602189,0.5137753878
0.6131201955,0.0709021408,0.9590131938,0.3444169480,0.9656079924,0.0657756468,0.3458375232
0.7854107209,0.5166349616,0.0656702295,0.9396841768,0.6294669369,0.4047004599,0.8838073248
0.2760943091,0.4848423051,0.5510239638,0.0357738845,0.4978151293,0.9568925360,0.2238647994
0.3508107811,0.8067820109,0.0160271265,0.2874860978,0.5158616863,0.7673327923,0.5666634785
0.8376472471,0.2142002797,0.6009894088,0.6884754905,0.3529655784,0.3398966668,0.2895334903
0.5140047316,0.6277046530,0.4866381288,0.0961227352,0.0480552223,0.1262155157,0.9407826271
0.0475369031,0.3473787755,0.8801953010,0.8798237881,0.8206964675,0.6997558596,0.1712822402
0.1760204267,0.6001439383,0.6950523565,0.8569481308,0.9368140986,0.8820739603,0.8503617691
0.6355149867,0.3828063123,0.1725897910,0.1358593544,0.1934736548,0.4477998354,0.0107313041
